Name,Sponsor,University,Sport,Instagram,Twitter,Gender
Tiler Noyola,Barstool Sports,Texas A&M University–Corpus Christi,Softball,https://instagram.com/tilerrnoyolaa,https://twitter.com/@tiler_noyola,0
Kyley Bolster,Bubblr,Winona State University,Tennis,,,0
Kyley Bolster,Liquid I.V.,Winona State University,Tennis,,,0
Aaron Robinson,Barstool Sports,University of Central Florida,Baseball,,,1
Aaron Robinson,Celsius,University of Central Florida,Baseball,,,1
Dylan Decker,Barstool Sports,High Point University,Baseball,https://instagram.com/dylandeck55,https://twitter.com/@Dylan_Decker5,1
Ashlyn McGovern,Barstool Sports,University of Virginia,Lacrosse,https://instagram.com/ashlynmcgovern,https://twitter.com/@ashlynmcgovern_,0
Olivia Tuma,Barstool Sports,Cornell University,Lacrosse,https://instagram.com/livtuma,https://twitter.com/@TUMAfish_,0
Brett Seither,Barstool Sports,University of Georgia,Football,https://instagram.com/_brett18,https://twitter.com/@_brett18,1
Sal Goaley,Barstool Sports,Saint Louis University,Swimming and Diving,https://instagram.com/sal_goaley,https://twitter.com/@sal_goaley,1
Danny Dzhaniyev,Barstool Sports,Pennsylvania State University,Ice Hockey,https://instagram.com/dzhaniyev15,https://twitter.com/@DDzhaniyev,1
Jack Hillman,Barstool Sports,College of the Holy Cross,Ice Hockey,https://instagram.com/jhillman8,https://twitter.com/@Jhillman8,1
Grace Boghosian,Barstool Sports,Lafayette College,Swimming and Diving,https://instagram.com/graceebogo,,0
Emily Heller,Barstool Sports,University of Florida,Lacrosse,https://instagram.com/emilyheller_,https://twitter.com/@Emilyheller1,1
Vannessa Garrelts,Barstool Sports,Miami University,Basketball,https://instagram.com/VannessaGarrelsaGarrelts,https://twitter.com/@vgarrelts,0
Colby Grames,Barstool Sports,Bucknell University,Football,https://instagram.com/colbygrames,https://twitter.com/@grames47,1
Kamryn Tuimalu,Barstool Sports,St. John's University,Softball,https://instagram.com/KamrynTuimalu12,https://twitter.com/@kamryn_ryn12,0
Sarah Boyle,Barstool Sports,University of Notre Dame,Swimming and Diving,https://instagram.com/Seb_boyle,https://twitter.com/@sarah_boyle925,0
Aidan Hawley,Barstool Sports,Merrimack College,Baseball,https://instagram.com/Aidan_hawley,https://twitter.com/@hawleyaidan,1
Aiden Waszak,Barstool Sports,Ohio University,Wrestling,https://instagram.com/aidan_waszak,https://twitter.com/@aidanwaszak,1
Lucas Meek,Barstool Sports,University of Washington,Soccer,https://instagram.com/lucasm33,,1
Dominique Marcelli,Barstool Sports,Florida International University,Soccer,https://instagram.com/DominiqueMarcequeMarcelli_,https://twitter.com/@kikimarcelli_,0
Jordan Beatson,Barstool Sports,The Citadel,Baseball,https://instagram.com/beatson12,https://twitter.com/@beatson12,1
Dan Mangun,Barstool Sports,Loyola University Chicago,Volleyball,https://instagram.com/Danmangun,https://twitter.com/@Djmangun,1
Chris Crabtree,Barstool Sports,Duke University,Baseball,https://instagram.com/lil_chris15,https://twitter.com/@lil_chris003,1
Karson Bacon,Barstool Sports,University of Oregon,Volleyball,https://instagram.com/karson_kanani,,0
Casey Rogers,Barstool Sports,University of Nebraska–Lincoln,Football,https://instagram.com/Caseyrogers98,https://twitter.com/@Caseyrogers98,1
Brandon Hsu,Barstool Sports,University of Rhode Island,Baseball,https://instagram.com/bhsu_,https://twitter.com/@Bhsu_02,1
Collin Hawes,Barstool Sports,Radford University,Soccer,https://instagram.com/Chawes11,https://twitter.com/@Collin_hawes,1
Daryl Watts,Barstool Sports,University of Wisconsin–Madison,Ice Hockey,https://instagram.com/darylwatts_,https://twitter.com/@darylwatts19,0
Nick Brown,Barstool Sports,Liberty University,Football,https://instagram.com/Nickbrown.l,https://twitter.com/@Nickbrown_14,1
Andrew Barrett,Barstool Sports,Drake University,Basketball,https://instagram.com/Andrew_barrett_barrett22,https://twitter.com/@Abarrett2288,1
Beau Healy,Barstool Sports,Mercer University,Baseball,https://instagram.com/Beauhealy,https://twitter.com/@beau_healy,1
Jack Cebert,Barstool Sports,University of South Florida,Baseball,https://instagram.com/Jackcebertt,https://twitter.com/@Jackcebertt,1
Nick Loffredo,Barstool Sports,University of Richmond,Baseball,https://instagram.com/nloffredo16,https://twitter.com/@nloffredo16,1
Matteo Mele,Barstool Sports,University of Washington,Football,https://instagram.com/matteo__mele,https://twitter.com/@MatteoMele2,1
Kris Carlson,Barstool Sports,Long Island University,Ice Hockey,https://instagram.com/Icarly30,https://twitter.com/@K_Carlson30,1
Courtney Mahoney,Barstool Sports,Fairleigh Dickinson University,Softball,https://instagram.com/courtney_mahoney_mahoney27,https://twitter.com/@crmahoney27,0
Savannah Braun,Barstool Sports,University of New Mexico,Softball,https://instagram.com/Savannahbraun_,https://twitter.com/@SavannahBraun9,0
Jillian Shive,Barstool Sports,Ohio University,Field Hockey,https://instagram.com/billianshive,https://twitter.com/@jillshive,0
Sarah Rech,Barstool Sports,University of Akron,Lacrosse,https://instagram.com/sarahrech19,https://twitter.com/@Sarahrech,0
Sarah Bacon,Barstool Sports,University of Minnesota,Swimming and Diving,https://instagram.com/sarahbacon1,https://twitter.com/@the_baconater,0
Luke Bolden,Barstool Sports,Miami University,Football,https://instagram.com/lukebolden,https://twitter.com/@lukebolden7,1
Peyton Fifield,Barstool Sports,Sam Houston State University,Football,https://instagram.com/Peytonfifield,https://twitter.com/@Peytonfifield,1
Kris Jenkins,Barstool Sports,University of Michigan,Football,https://instagram.com/kjj_18,https://twitter.com/@KrisJenkinsJr1,1
Nina Kucheran,Barstool Sports,Florida State University,Swimming and Diving,https://instagram.com/ninakucheran,https://twitter.com/@ninakucheran,0
Jack Martin,Barstool Sports,University of South Alabama,Football,https://instagram.com/jack_martin27,https://twitter.com/@Jackmartin81,1
Oleh Manzyk,Barstool Sports,University of New Hampshire,Football,https://instagram.com/Oleh_manzyk_5,https://twitter.com/@Oleh_manzyk14,1
Tyler Lytle,Barstool Sports,University of Massachusetts Amherst,Football,https://instagram.com/tylytle5,https://twitter.com/@tylytle5,1
Rusty Feth,Barstool Sports,Miami University,Football,https://instagram.com/R_feth,https://twitter.com/@Rustyfeth9,1
Kylie Hampton,Barstool Sports,College of the Holy Cross,Lacrosse,https://instagram.com/kyliehampton24,https://twitter.com/@Kyliehampton19,0
Liam Murphy,Barstool Sports,Columbia University,Basketball,https://instagram.com/liammurphy7,https://twitter.com/@LiamMurphy657,1
Cade Haberman,Barstool Sports,Northern Illinois University,Football,https://instagram.com/cadehaberman,https://twitter.com/@habs_51,1
Jess Preusser,Barstool Sports,Saint Louis University,Soccer,https://instagram.com/Jess.preusser,https://twitter.com/@jpreusser90,0
Everett Olson,Barstool Sports,University of New Hampshire,Skiing,https://instagram.com/Everett_g_olson,https://twitter.com/@im5foot10iswear,1
Devyn King,Barstool Sports,Sacred Heart University,Track and Field,https://instagram.com/devynking,,1
Henry Beckett,Barstool Sports,Miami University,Football,https://instagram.com/Henrybeckett_,https://twitter.com/@Henrybeck_,1
Jacob Siler,Barstool Sports,The Ohio State University,Swimming and Diving,https://instagram.com/j_siler,https://twitter.com/@jacobsiler112,1
Thomas Howell,Barstool Sports,University of Louisiana at Monroe,Basketball,,https://twitter.com/@Thomas13howell,1
Megan Guglielmo,Barstool Sports,Wagner College,Track and Field,https://instagram.com/megan_guglielmo,https://twitter.com/@megan_guglielmo,0
Cody Roder,Barstool Sports,North Dakota State University,Track and Field,https://instagram.com/cody_roder00,https://twitter.com/@cody_roder00,1
Allison Lowrey,Barstool Sports,Rutgers University,Soccer,https://instagram.com/allie_lowrey,,0
Nicholas Marino,Barstool Sports,Florida Atlantic University,Football,https://instagram.com/nickmarino45,https://twitter.com/@nick_marino77,1
Jay Johnson,Barstool Sports,The Ohio State University,Swimming and Diving,https://instagram.com/jay__johnson__,https://twitter.com/@Jay_Johnson0117,1
Jeremy Cody,Barstool Sports,Arizona State University,Track and Field,https://instagram.com/Jeremy.Cody,https://twitter.com/@Jeremy_Cody,1
Michael O'Shaughnessy,Barstool Sports,The Ohio State University,Football,,https://twitter.com/@mikeosh23,1
Savannah Marshall,Barstool Sports,James Madison University,Volleyball,https://instagram.com/savmarsh12,https://twitter.com/@savmarsh12,0
Mallory Pitstick,Barstool Sports,Youngstown State University,Swimming and Diving,https://instagram.com/mallorypistick,https://twitter.com/@mallorypistick,0
Jack Coldiron,Barstool Sports,Miami University,Football,https://instagram.com/jackcoldiron,https://twitter.com/@ColdironJack,1
Hunter Bruce,Barstool Sports,Pennsylvania State University,Golf,https://instagram.com/hunter_bruce24,https://twitter.com/@HunterBruce93,1
Andrew Sowinski,Barstool Sports,Purdue University,Football,https://instagram.com/andrew_sowinski,https://twitter.com/@andrewsowinski2,1
Tyler Hanley,Barstool Sports,Florida State University,Swimming and Diving,https://instagram.com/tyler_hanley,https://twitter.com/@tylerhanley03,1
Hatti Moore,Barstool Sports,University of Missouri,Softball,https://instagram.com/hatti_moore,https://twitter.com/@hattilayne,0
Douglas Hodo III,Barstool Sports,University of Texas at Austin,Baseball,https://instagram.com/Douglashodill,https://twitter.com/@DouglasHodo,1
Colin Munro,Barstool Sports,Georgetown University,Lacrosse,https://instagram.com/colin3munro,https://twitter.com/@colin3munro,1
Teagan Miller,Barstool Sports,Austin Peay State University,Golf,https://instagram.com/t_miller00,https://twitter.com/@tmiller_02,1
John Stillman,Barstool Sports,Bradley University,Golf,https://instagram.com/john_stillman12,https://twitter.com/@jstills22,1
Sam DePrez,Barstool Sports,Binghamton University,Wrestling,https://instagram.com/Deprez15,https://twitter.com/@Deprez200,1
Joey Marcuccilli,Barstool Sports,Iowa State University,Ice Hockey,https://instagram.com/jmarcuccilli16,https://twitter.com/@JoeyMarcuccilli,1
Le Bassett,Barstool Sports,Mercer University,Baseball,https://instagram.com/lebassett_,https://twitter.com/@Le_Bassett11,1
Matt Garber,Barstool Sports,Boston University,Lacrosse,https://instagram.com/mattgarber76,https://twitter.com/@garber_matt,1
Jeremy Drudge,Barstool Sports,Valparaiso University,Baseball,https://instagram.com/jdrudge15,https://twitter.com/@drudge_jeremy,1
Katelyn Howard,Barstool Sports,University of Oregon,Softball,https://instagram.com/Katelynhoward_nhoward___,https://twitter.com/@Katelynhoward04,0
Jonny Sorenson,Barstool Sports,University of Minnesota,Ice Hockey,https://instagram.com/jonny_soso,https://twitter.com/@jsoso4,1
Matt Maloney,Barstool Sports,Lock Haven University of Pennsylvania,Wrestling,https://instagram.com/_mattmaloney,https://twitter.com/@maloneymatt_,1
Ryan McCloskey,Barstool Sports,Clemson University,Track and Field,https://instagram.com/mccloskinator,https://twitter.com/@mccloskinator,1
John Young,Barstool Sports,University of Kentucky,Football,https://instagram.com/the_johnyoung,https://twitter.com/@the_johnyoung,1
Paul Kosanovich,Barstool Sports,University of Virginia,Baseball,https://instagram.com/paulk7_24,https://twitter.com/@paul_chris27,1
Sebastian Gongora,Barstool Sports,Wright State University,Baseball,https://instagram.com/seb.gongora,https://twitter.com/@sebgongora24,1
Morgan Suarez,Barstool Sports,Florida Atlantic University,Football,https://instagram.com/morgansuarez_,https://twitter.com/@suarezmorgan5,1
Amir Ado,Barstool Sports,Washington State University,Cross Country,https://instagram.com/amir_adoo,,1
Steven Hillan,Barstool Sports,University of North Florida,Baseball,https://instagram.com/s.hillan,https://twitter.com/@stevenchillan,1
Brendan Beattie,Barstool Sports,Miami University,Football,https://instagram.com/Brendan.55,https://twitter.com/@brendanbeattie6,1
Trevon Booker,Barstool Sports,Miami University,Football,https://instagram.com/tbook10,https://twitter.com/@trevon_booker,1
Allisa DiPrima,Barstool Sports,Oakland University,Softball,https://instagram.com/allisadiprimaaa,https://twitter.com/@AllisaDiprima,0
Steven Croell,Barstool Sports,Colorado State University–Pueblo,Football,https://instagram.com/scroell18,https://twitter.com/@CroellSteven,1
Jack Brown,Barstool Sports,University of Rhode Island,Golf,https://instagram.com/brownie22_,https://twitter.com/@brownie22_,1
Josh Morgan,Barstool Sports,University of Dayton,Soccer,https://instagram.com/josh_morg98,https://twitter.com/@josh_morg98,1
Drew Smiley,Barstool Sports,Lafayette College,Baseball,https://instagram.com/drewsmiley8,,1
Josiah Jones,Barstool Sports,Robert Morris University,Football,https://instagram.com/jones__josiah,https://twitter.com/@josiahjones08,1
Joe DeHaan,Barstool Sports,Northwestern University,Football,https://instagram.com/joedehaan14,https://twitter.com/@joedehaan14,1
Mary Haff,Barstool Sports,University of Arkansas,Softball,https://instagram.com/MaryHaff,https://twitter.com/@HaffMary,0
Donald Scott,Barstool Sports,University of Michigan,Swimming and Diving,https://instagram.com/Donald_scott_,https://twitter.com/@DonaldScott_,1
Otis Thrasher,Barstool Sports,Lafayette College,Football,https://instagram.com/yang.oat,https://twitter.com/@thrasher_otis,1
Zac Herrmann,Barstool Sports,Niagara University,Ice Hockey,https://instagram.com/zac.herrmann,,1
Matthew Martin,Barstool Sports,Nicholls State University,Football,https://instagram.com/mattmartin__,https://twitter.com/@mattmartin_4,1
Jess Foley,Barstool Sports,Niagara University,Lacrosse,https://instagram.com/jessfoley46,https://twitter.com/@jessfoley46,0
Jake Marti,Barstool Sports,University of Michigan,Baseball,https://instagram.com/jakemarti21,https://twitter.com/@jakemarti_,1
Makenna Jones,Barstool Sports,University of Cincinnati,Golf,https://instagram.com/makennaj20,https://twitter.com/@makennaj20,0
Shaun Peterson Jr.,Barstool Sports,Florida International University,Football,https://instagram.com/_s.p.2_,,1
Grant Calvert,Barstool Sports,Saint Louis University,Soccer,https://instagram.com/GrantCalvert,https://twitter.com/@Grantca1vert,1
Cade Denhoff,Barstool Sports,Clemson University,Football,https://instagram.com/cade.denhoff,https://twitter.com/@cade_denhoff,1
Elijah Hills,Barstool Sports,"University at Albany, SUNY",Football,https://instagram.com/3lijah_hills,https://twitter.com/@3lijah_hills,1
Noah Taylor,Barstool Sports,Cornell University,Football,https://instagram.com/noahtaylor5,https://twitter.com/@noahtay5,1
Ben Vander Plas,Barstool Sports,Ohio University,Basketball,https://instagram.com/benvanderplas,https://twitter.com/@benvanderplas,1
Alex Simet,Barstool Sports,"University of Maryland, College Park",Football,https://instagram.com/Alexsimet,https://twitter.com/@AlexAlexsimet58,1
Ryan Boehm,Barstool Sports,"California State University, Fresno",Football,https://instagram.com/Ryan.boehm,https://twitter.com/@RyanDanielBoehm,1
Cooper Krezek,Barstool Sports,Morehead State University,Football,https://instagram.com/cooperkrezek,https://twitter.com/@ckrezek4,1
Zachary Curiale,Barstool Sports,Miami University,Cross Country,https://instagram.com/z_curiale1109,https://twitter.com/@CurialeZach,1
Emily Feeney,Barstool Sports,Quinnipiac University,Lacrosse,https://instagram.com/emfeeneyy,https://twitter.com/@efeeney5,0
